CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
103	862	108963	0.78	109825
104	930	109287	0.84	110217
105	906	107968	0.83	108874
106	856	108873	0.78	109729
107	937	109145	0.85	110082
108	934	108985	0.85	109919
109	935	110095	0.84	111030
110	814	110431	0.73	111245
111	913	110449	0.82	111362
112	945	110083	0.85	111028
113	900	109667	0.81	110567
114	910	109485	0.82	110395
115	864	108874	0.79	109738
116	941	108800	0.86	109741
117	911	109231	0.83	110142
118	946	108519	0.86	109465
119	945	109522	0.86	110467
120	1025	108834	0.93	109859
121	958	109138	0.87	110096
122	922	108782	0.84	109704
123	903	108209	0.83	109112
124	918	108334	0.84	109252
125	929	108177	0.85	109106
126	933	109360	0.85	110293
127	1034	109095	0.94	110129
128	907	109053	0.82	109960
129	958	109146	0.87	110104
130	892	108445	0.82	109337
131	986	109583	0.89	110569
132	958	109250	0.87	110208
133	1013	109381	0.92	110394
134	1059	108106	0.97	109165
135	1172	107977	1.07	109149
136	1369	108683	1.24	110052
137	1798	107271	1.65	109069
138	2445	106114	2.25	108559
139	3724	105277	3.42	109001
140	3904	101108	3.72	105012

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	4204	355308	1.17	359512
2	4203	329705	1.26	333908
3	4046	343881	1.16	347927
4	4055	352908	1.14	356963
5	3918	353379	1.10	357297
6	3908	355944	1.09	359852
7	4143	358689	1.14	362832
8	4026	356506	1.12	360532
9	4003	359480	1.10	363483
10	3982	357258	1.10	361240
11	3992	358305	1.10	362297
12	4029	356547	1.12	360576
13	4416	362932	1.20	367348
14	4230	358907	1.16	363137
15	4171	359251	1.15	363422
16	4459	356724	1.23	361183
17	4217	356634	1.17	360851
18	4378	356506	1.21	360884
19	4371	359353	1.20	363724
20	4492	357368	1.24	361860
21	4430	359484	1.22	363914
22	4589	360836	1.26	365425
23	4449	360464	1.22	364913
24	4425	361085	1.21	365510
25	4593	359554	1.26	364147
26	4588	358340	1.26	362928
27	4605	355705	1.28	360310
28	4624	356322	1.28	360946
29	4421	355967	1.23	360388
30	4653	355527	1.29	360180
31	4611	357544	1.27	362155
32	4456	357845	1.23	362301
33	4546	358502	1.25	363048
34	4555	359958	1.25	364513
35	4584	359486	1.26	364070
36	4736	357209	1.31	361945
37	4548	358757	1.25	363305
38	4623	357200	1.28	361823
39	4605	357773	1.27	362378
40	4632	355956	1.28	360588
41	4479	357974	1.24	362453
42	4640	358299	1.28	362939
43	4642	361756	1.27	366398
44	4556	360555	1.25	365111
45	4651	359518	1.28	364169
46	4697	358571	1.29	363268
47	4762	356652	1.32	361414
48	4646	355392	1.29	360038
49	4631	356680	1.28	361311
50	4641	353767	1.29	358408
51	4704	355182	1.31	359886
52	4665	358112	1.29	362777
53	4606	358654	1.27	363260
54	4728	359089	1.30	363817
55	4667	359045	1.28	363712
56	4707	358184	1.30	362891
57	4721	356301	1.31	361022
58	4748	357120	1.31	361868
59	4590	355481	1.27	360071
60	4783	356137	1.33	360920
61	4672	357870	1.29	362542
62	4798	359732	1.32	364530
63	4656	361258	1.27	365914
64	4794	363210	1.30	368004
65	4570	361491	1.25	366061
66	4719	360523	1.29	365242
67	4741	359521	1.30	364262
68	4693	359902	1.29	364595
69	4607	359263	1.27	363870
70	4834	358961	1.33	363795
71	4657	359343	1.28	364000
72	4819	358694	1.33	363513
73	4760	358031	1.31	362791
74	4815	359801	1.32	364616
75	4661	358816	1.28	363477
76	4804	360051	1.32	364855
77	4716	360296	1.29	365012
78	4891	359413	1.34	364304
79	4814	356755	1.33	361569
80	4751	357400	1.31	362151
81	4764	358211	1.31	362975
82	4951	359728	1.36	364679
83	4801	358951	1.32	363752
84	4928	360226	1.35	365154
85	4876	358308	1.34	363184
86	4764	358051	1.31	362815
87	4807	356999	1.33	361806
88	4806	357896	1.33	362702
89	4694	357612	1.30	362306
90	4902	359262	1.35	364164
91	4987	359994	1.37	364981
92	4961	358633	1.36	363594
93	4876	358389	1.34	363265
94	4819	359326	1.32	364145
95	4735	359194	1.30	363929
96	4850	359346	1.33	364196
97	4921	360462	1.35	365383
98	4778	358612	1.31	363390
99	4873	357590	1.34	362463
100	4851	358401	1.34	363252
101	4766	356568	1.32	361334
102	4934	356501	1.37	361435
103	4999	357810	1.38	362809
104	4893	358441	1.35	363334
105	4860	358895	1.34	363755
106	4908	359948	1.35	364856
107	5006	357263	1.38	362269
108	5014	357331	1.38	362345
109	4913	357505	1.36	362418
110	4864	357562	1.34	362426
111	4851	355793	1.35	360644
112	5028	358436	1.38	363464
113	4891	357590	1.35	362481
114	4984	356251	1.38	361235
115	4985	357923	1.37	362908
116	4827	358568	1.33	363395
117	4880	359197	1.34	364077
118	5089	359303	1.40	364392
119	4917	357271	1.36	362188
120	5205	359420	1.43	364625
121	4841	358753	1.33	363594
122	5058	358678	1.39	363736
123	4749	359153	1.31	363902
124	4904	359712	1.34	364616
125	4701	359962	1.29	364663
126	4966	359230	1.36	364196
127	5144	357487	1.42	362631
128	4801	358426	1.32	363227
129	4879	357811	1.35	362690
130	4854	359447	1.33	364301
131	4925	359084	1.35	364009
132	5118	357943	1.41	363061
133	5380	355848	1.49	361228
134	5680	353695	1.58	359375
135	6170	354464	1.71	360634
136	7444	356334	2.05	363778
137	9484	353878	2.61	363362
138	11402	350902	3.15	362304
139	12276	347515	3.41	359791
140	11724	329590	3.43	341314

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	14837	17407	46.01	32244
2	11792	15375	43.41	27167
3	11057	13922	44.27	24979
4	10624	13895	43.33	24519
5	9795	13385	42.26	23180
6	8938	12638	41.43	21576
7	8514	11757	42.00	20271
8	8253	11148	42.54	19401
9	8180	10971	42.71	19151
10	8161	10775	43.10	18936
11	8228	10598	43.71	18826
12	8175	10818	43.04	18993
13	8109	10695	43.12	18804
14	8094	10407	43.75	18501
15	8021	10664	42.93	18685
16	8165	10366	44.06	18531
17	8175	10515	43.74	18690
18	8074	10563	43.32	18637
19	7988	10560	43.07	18548
20	8131	10449	43.76	18580
21	8211	10289	44.38	18500
22	8055	10628	43.11	18683
23	7869	10338	43.22	18207
24	7885	10175	43.66	18060
25	7998	10141	44.09	18139
26	7607	10073	43.03	17680
27	7935	9882	44.54	17817
28	7644	9787	43.85	17431
29	7536	9594	43.99	17130
30	7508	9493	44.16	17001
31	7440	9459	44.03	16899
32	7332	9533	43.47	16865
33	7303	9441	43.62	16744
34	7250	9213	44.04	16463
35	7180	9137	44.00	16317
36	7144	9100	43.98	16244
37	6939	9155	43.12	16094
38	6993	8845	44.15	15838
39	6910	8812	43.95	15722
40	6797	8906	43.28	15703
41	6684	8541	43.90	15225
42	6633	8618	43.49	15251
43	6584	8339	44.12	14923
44	6498	8274	43.99	14772
45	6481	8219	44.09	14700
46	6309	8123	43.72	14432
47	6306	8054	43.91	14360
48	5939	7769	43.33	13708
49	6002	7679	43.87	13681
50	5991	7712	43.72	13703
51	5986	7596	44.07	13582
52	5685	7636	42.68	13321
53	5877	7611	43.57	13488
54	5694	7352	43.65	13046
55	5748	7279	44.12	13027
56	5698	7302	43.83	13000
57	5698	7105	44.51	12803
58	5592	7077	44.14	12669
59	5522	7056	43.90	12578
60	5606	6843	45.03	12449
61	5411	6925	43.86	12336
62	5045	6745	42.79	11790
63	5305	6536	44.80	11841
64	5076	6573	43.57	11649
65	5088	6390	44.33	11478
66	5050	6414	44.05	11464
67	4953	6333	43.89	11286
68	4903	6125	44.46	11028
69	4808	6296	43.30	11104
70	4767	6131	43.74	10898
71	4712	6023	43.89	10735
72	4691	5986	43.94	10677
73	4625	5662	44.96	10287
74	4557	5811	43.95	10368
75	4684	5807	44.65	10491
76	4410	5623	43.95	10033
77	4419	5683	43.74	10102
78	4440	5650	44.00	10090
79	4424	5410	44.99	9834
80	4225	5442	43.71	9667
81	4225	5326	44.24	9551
82	4116	5254	43.93	9370
83	4101	5238	43.91	9339
84	4072	5049	44.64	9121
85	3898	5029	43.67	8927
86	3882	5096	43.24	8978
87	3915	4981	44.01	8896
88	3830	4898	43.88	8728
89	3766	4728	44.34	8494
90	3659	4792	43.30	8451
91	3662	4775	43.40	8437
92	3690	4644	44.28	8334
93	3563	4576	43.78	8139
94	3530	4582	43.52	8112
95	3491	4434	44.05	7925
96	3518	4225	45.43	7743
97	3288	4266	43.53	7554
98	3410	4256	44.48	7666
99	3258	4345	42.85	7603
100	3269	4177	43.90	7446
101	3229	4146	43.78	7375
102	3193	4145	43.51	7338
103	3194	3919	44.90	7113
104	3218	3963	44.81	7181
105	3100	3828	44.75	6928
106	2915	3965	42.37	6880
107	3079	3743	45.13	6822
108	2942	3854	43.29	6796
109	2921	3704	44.09	6625
110	3021	3615	45.52	6636
111	2851	3588	44.28	6439
112	2752	3637	43.07	6389
113	2914	3487	45.52	6401
114	2775	3428	44.74	6203
115	2840	3377	45.68	6217
116	2685	3554	43.04	6239
117	2642	3429	43.52	6071
118	2625	3349	43.94	5974
119	2512	3290	43.30	5802
120	2526	3159	44.43	5685
121	2563	3226	44.27	5789
122	2470	3158	43.89	5628
123	2405	3014	44.38	5419
124	2468	3062	44.63	5530
125	2348	2975	44.11	5323
126	2245	3036	42.51	5281
127	2318	3004	43.56	5322
128	2238	2811	44.33	5049
129	2183	2855	43.33	5038
130	2229	2867	43.74	5096
131	2244	2757	44.87	5001
132	2192	2698	44.83	4890
133	2019	2669	43.07	4688
134	2078	2557	44.83	4635
135	2109	2592	44.86	4701
136	1971	2510	43.99	4481
137	1984	2384	45.42	4368
138	1990	2382	45.52	4372
139	1787	2081	46.20	3868
140	1714	1	99.94	1715

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	27644	64399	30.03	92043
2	20821	107173	16.27	127994
3	8901	104181	7.87	113082
4	5711	102416	5.28	108127
5	4268	106813	3.84	111081
6	2774	104894	2.58	107668
7	2042	98611	2.03	100653
8	1656	94850	1.72	96506
9	1269	93749	1.34	95018
10	1129	92791	1.20	93920
11	973	91854	1.05	92827
12	852	92307	0.91	93159
13	817	90323	0.90	91140
14	766	90394	0.84	91160
15	723	89690	0.80	90413
16	731	89901	0.81	90632
17	779	88164	0.88	88943
18	738	88917	0.82	89655
19	753	88128	0.85	88881
20	717	87764	0.81	88481
21	689	87189	0.78	87878
22	698	86508	0.80	87206
23	687	85843	0.79	86530
24	674	85713	0.78	86387
25	714	84964	0.83	85678
26	702	84486	0.82	85188
27	722	83595	0.86	84317
28	706	82742	0.85	83448
29	704	81499	0.86	82203
30	654	80298	0.81	80952
31	646	80051	0.80	80697
32	650	79747	0.81	80397
33	613	79086	0.77	79699
34	622	77949	0.79	78571
35	651	77336	0.83	77987
36	630	76790	0.81	77420
37	619	75421	0.81	76040
38	638	74571	0.85	75209
39	650	74400	0.87	75050
40	603	73696	0.81	74299
41	644	72925	0.88	73569
42	636	71594	0.88	72230
43	579	71242	0.81	71821
44	564	70771	0.79	71335
45	533	69758	0.76	70291
46	550	69249	0.79	69799
47	563	68745	0.81	69308
48	573	67474	0.84	68047
49	566	65857	0.85	66423
50	538	66024	0.81	66562
51	567	65208	0.86	65775
52	546	64172	0.84	64718
53	540	63758	0.84	64298
54	508	63125	0.80	63633
55	521	61892	0.83	62413
56	533	61492	0.86	62025
57	489	60919	0.80	61408
58	486	60642	0.80	61128
59	504	59188	0.84	59692
60	540	58733	0.91	59273
61	485	58077	0.83	58562
62	440	57718	0.76	58158
63	454	56661	0.79	57115
64	483	55984	0.86	56467
65	459	55440	0.82	55899
66	486	54797	0.88	55283
67	454	53845	0.84	54299
68	461	53527	0.85	53988
69	467	52578	0.88	53045
70	467	51937	0.89	52404
71	423	51515	0.81	51938
72	427	51103	0.83	51530
73	405	50192	0.80	50597
74	408	50044	0.81	50452
75	394	49410	0.79	49804
76	388	48638	0.79	49026
77	368	47611	0.77	47979
78	417	47606	0.87	48023
79	356	46939	0.75	47295
80	363	46401	0.78	46764
81	385	45881	0.83	46266
82	389	45316	0.85	45705
83	382	44741	0.85	45123
84	384	44120	0.86	44504
85	365	43440	0.83	43805
86	357	42877	0.83	43234
87	328	42795	0.76	43123
88	376	42324	0.88	42700
89	357	41340	0.86	41697
90	298	41147	0.72	41445
91	348	40886	0.84	41234
92	356	39909	0.88	40265
93	351	39550	0.88	39901
94	311	38965	0.79	39276
95	351	38680	0.90	39031
96	317	37900	0.83	38217
97	338	37210	0.90	37548
98	349	36661	0.94	37010
99	350	36535	0.95	36885
100	316	36134	0.87	36450
101	346	35452	0.97	35798
102	312	34941	0.89	35253
103	328	34289	0.95	34617
104	290	33948	0.85	34238
105	315	33808	0.92	34123
106	301	33180	0.90	33481
107	313	32784	0.95	33097
108	309	32535	0.94	32844
109	271	32156	0.84	32427
110	287	31514	0.90	31801
111	324	31478	1.02	31802
112	288	30711	0.93	30999
113	294	30316	0.96	30610
114	255	29926	0.84	30181
115	287	29556	0.96	29843
116	290	28923	0.99	29213
117	294	28369	1.03	28663
118	242	28114	0.85	28356
119	274	28102	0.97	28376
120	258	27857	0.92	28115
121	234	27218	0.85	27452
122	272	26761	1.01	27033
123	231	26400	0.87	26631
124	259	25909	0.99	26168
125	254	25914	0.97	26168
126	264	24957	1.05	25221
127	285	25131	1.12	25416
128	247	24609	0.99	24856
129	249	24007	1.03	24256
130	245	23647	1.03	23892
131	250	23600	1.05	23850
132	210	23080	0.90	23290
133	246	22804	1.07	23050
134	253	22161	1.13	22414
135	237	21866	1.07	22103
136	231	21428	1.07	21659
137	214	20701	1.02	20915
138	183	20044	0.90	20227
139	136	17981	0.75	18117
140	127	1	99.22	128

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	81746	210180	28.00	291926
2	63661	228201	21.81	291862
3	50545	261406	16.20	311951
4	36488	286836	11.29	323324
5	23873	307285	7.21	331158
6	17211	328648	4.98	345859
7	12660	337737	3.61	350397
8	9912	334124	2.88	344036
9	7680	333733	2.25	341413
10	6258	331573	1.85	337831
11	5332	328734	1.60	334066
12	4569	326524	1.38	331093
13	4061	323492	1.24	327553
14	3838	320271	1.18	324109
15	3605	316631	1.13	320236
16	3426	310857	1.09	314283
17	3443	308459	1.10	311902
18	3371	304412	1.10	307783
19	3235	301780	1.06	305015
20	3233	296727	1.08	299960
21	3031	293775	1.02	296806
22	2934	290586	1.00	293520
23	2959	287533	1.02	290492
24	2874	285800	1.00	288674
25	2890	281852	1.01	284742
26	2796	278628	0.99	281424
27	2776	276037	1.00	278813
28	2819	273803	1.02	276622
29	2939	270892	1.07	273831
30	2717	267965	1.00	270682
31	2688	265854	1.00	268542
32	2622	264536	0.98	267158
33	2625	261543	0.99	264168
34	2618	257940	1.00	260558
35	2537	255726	0.98	258263
36	2676	253679	1.04	256355
37	2582	250093	1.02	252675
38	2496	248826	0.99	251322
39	2575	245084	1.04	247659
40	2466	242345	1.01	244811
41	2456	240206	1.01	242662
42	2463	237595	1.03	240058
43	2323	234858	0.98	237181
44	2319	231808	0.99	234127
45	2309	229606	1.00	231915
46	2325	225991	1.02	228316
47	2243	223418	0.99	225661
48	2163	221479	0.97	223642
49	2179	218141	0.99	220320
50	2172	215134	1.00	217306
51	2200	213143	1.02	215343
52	2115	210710	0.99	212825
53	2160	209133	1.02	211293
54	2075	206586	0.99	208661
55	2038	204295	0.99	206333
56	2131	202454	1.04	204585
57	1997	200076	0.99	202073
58	1930	197493	0.97	199423
59	1968	195464	1.00	197432
60	1988	193729	1.02	195717
61	1872	191216	0.97	193088
62	1904	188493	1.00	190397
63	1900	186859	1.01	188759
64	1899	184810	1.02	186709
65	1850	182673	1.00	184523
66	1798	180332	0.99	182130
67	1761	178381	0.98	180142
68	1767	175034	1.00	176801
69	1840	172285	1.06	174125
70	1893	170312	1.10	172205
71	1748	168373	1.03	170121
72	1692	166685	1.00	168377
73	1630	165133	0.98	166763
74	1675	163221	1.02	164896
75	1618	160660	1.00	162278
76	1628	159096	1.01	160724
77	1550	157309	0.98	158859
78	1595	155571	1.01	157166
79	1590	153495	1.03	155085
80	1559	151302	1.02	152861
81	1512	149302	1.00	150814
82	1542	147590	1.03	149132
83	1447	146690	0.98	148137
84	1507	144235	1.03	145742
85	1413	142657	0.98	144070
86	1416	140360	1.00	141776
87	1377	139203	0.98	140580
88	1360	137617	0.98	138977
89	1505	135762	1.10	137267
90	1323	134939	0.97	136262
91	1339	132718	1.00	134057
92	1359	131027	1.03	132386
93	1395	129538	1.07	130933
94	1383	128174	1.07	129557
95	1431	126838	1.12	128269
96	1334	125155	1.05	126489
97	1272	123541	1.02	124813
98	1311	120979	1.07	122290
99	1277	119535	1.06	120812
100	1267	118009	1.06	119276
101	1202	116696	1.02	117898
102	1238	115513	1.06	116751
103	1242	114329	1.07	115571
104	1188	112392	1.05	113580
105	1192	111639	1.06	112831
106	1178	109841	1.06	111019
107	1299	107858	1.19	109157
108	1146	106961	1.06	108107
109	1144	105725	1.07	106869
110	1200	104410	1.14	105610
111	1146	102579	1.10	103725
112	1204	100899	1.18	102103
113	1113	100208	1.10	101321
114	1074	98772	1.08	99846
115	1086	97232	1.10	98318
116	1094	95792	1.13	96886
117	1100	95007	1.14	96107
118	1110	93059	1.18	94169
119	1047	91982	1.13	93029
120	1031	90735	1.12	91766
121	1029	89702	1.13	90731
122	1039	88360	1.16	89399
123	955	87510	1.08	88465
124	1041	85676	1.20	86717
125	1011	84842	1.18	85853
126	1041	83878	1.23	84919
127	935	81851	1.13	82786
128	990	81206	1.20	82196
129	874	79347	1.09	80221
130	958	78707	1.20	79665
131	958	77949	1.21	78907
132	981	76708	1.26	77689
133	861	75701	1.12	76562
134	902	74457	1.20	75359
135	853	72398	1.16	73251
136	815	70827	1.14	71642
137	743	69344	1.06	70087
138	704	66212	1.05	66916
139	524	61131	0.85	61655
140	367	129	73.99	496

